#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2014-01-28,MeteoSwiss,1.1,rene.stubi@meteosuisse.ch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,156,Payerne,CHE

#INSTRUMENT
Name,Model,Number
ECC,2Z,23619

#LOCATION
Latitude,Longitude,Height
46.49,6.57,491

#TIMESTAMP
UTCOffset,Date,Time
00:00:00,2013-08-14,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
275.88,3,314.43,-1.029,323.55,0,DS,Dobson,101
* TotalO3 = Dobson value for Arosa + integratedO3 Payerne to Arosa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
SRS-400,0.049,0.068,27.6,Constant_ib2,pump

#PUMP_CORRECTION
Pressure,Correction
1000.0,1.000
200.0,1.0000
150.0,1.002
100.0,1.007
70.0,1.013
50.0,1.018
30.0,1.029
20.0,1.041
15.0,1.048
10.0,1.066
7.0,1.087
5.0,1.124
3.0,1.240
* [hPa], [mPa],  [oC],[m/s],[Deg],[],[s],[m],   [%],[C]
29.18,14.515,-48.37,11.3,128,0,4749,24519,,16.57
29.10,14.492,-48.20,11.3,130,0,4752,24535,,16.57
29.04,14.471,-48.53,11.3,132,0,4755,24550,,16.59
28.97,14.464,-48.49,10.8,133,0,4758,24565,,16.54
28.89,14.471,-48.55,10.8,135,0,4761,24583,,16.54
28.83,14.493,-48.74,10.3,137,0,4764,24597,,16.52
28.76,14.517,-48.65,10.3,137,0,4767,24614,,16.52
28.70,14.536,-48.81,9.8,137,0,4770,24627,,16.52
28.63,14.547,-48.60,9.3,136,0,4773,24643,,16.48
28.56,14.552,-48.72,9.3,135,0,4776,24659,,16.51
28.50,14.556,-48.65,8.7,133,0,4779,24674,,16.50
28.43,14.561,-48.72,8.2,132,0,4782,24690,,16.48
28.37,14.566,-48.45,7.2,130,0,4785,24704,,16.46
28.29,14.563,-48.54,6.7,128,0,4788,24722,,16.48
28.22,14.544,-48.61,6.2,125,0,4791,24737,,16.46
28.16,14.507,-48.52,6.2,122,0,4794,24753,,16.44
28.09,14.459,-48.57,6.2,119,0,4797,24768,,16.41
28.03,14.409,-48.40,6.2,116,0,4800,24783,,16.44
27.96,14.375,-48.49,6.2,114,0,4803,24799,,16.43
27.90,14.363,-48.62,6.2,112,0,4806,24813,,16.41
27.82,14.376,-48.36,6.7,111,0,4809,24832,,16.41
27.77,14.406,-48.49,6.7,110,0,4812,24844,,16.37
27.70,14.450,-47.97,6.7,110,0,4815,24860,,16.35
27.64,14.501,-47.99,7.2,109,0,4818,24875,,16.36
27.58,14.556,-47.95,7.2,109,0,4821,24890,,16.35
27.51,14.604,-47.84,7.7,110,0,4824,24907,,16.36
27.45,14.631,-47.71,7.7,111,0,4827,24921,,16.32
27.38,14.627,-47.80,8.2,113,0,4830,24937,,16.30
27.32,14.591,-47.88,8.7,115,0,4833,24952,,16.32
27.24,14.540,-47.81,8.7,118,0,4836,24971,,16.28
27.19,14.492,-47.67,9.3,120,0,4839,24983,,16.30
27.13,14.462,-47.76,9.3,123,0,4842,24997,,16.30
27.07,14.450,-47.62,9.3,125,0,4845,25013,,16.30
27.01,14.452,-47.40,9.3,127,0,4848,25028,,16.28
26.94,14.462,-47.49,8.7,128,0,4851,25045,,16.23
26.88,14.480,-47.70,8.7,129,0,4854,25058,,16.29
26.82,14.509,-47.72,8.2,130,0,4857,25074,,16.25
26.75,14.551,-47.62,7.7,129,0,4860,25090,,16.23
26.68,14.601,-47.56,7.2,127,0,4863,25108,,16.23
26.62,14.645,-47.52,6.7,125,0,4866,25123,,16.21
26.56,14.672,-47.18,6.2,122,0,4869,25137,,16.26
26.48,14.671,-47.32,6.2,119,0,4872,25157,,16.21
26.44,14.642,-47.47,5.7,116,0,4875,25168,,16.20
26.38,14.601,-47.42,5.7,114,0,4878,25183,,16.19
26.32,14.558,-47.19,5.7,113,0,4881,25197,,16.17
26.27,14.529,-47.24,5.7,113,0,4884,25211,,16.14
26.21,14.518,-47.11,6.2,114,0,4887,25226,,16.14
26.14,14.530,-47.07,6.2,116,0,4890,25242,,16.13
26.09,14.562,-46.77,6.7,117,0,4893,25256,,16.13
26.03,14.610,-46.67,6.7,119,0,4896,25270,,16.12
25.97,14.669,-46.24,7.2,121,0,4899,25286,,16.12
25.92,14.727,-46.29,7.2,122,0,4902,25300,,16.09
25.85,14.774,-45.97,7.2,123,0,4905,25318,,16.09
25.79,14.799,-46.15,7.2,124,0,4908,25332,,16.09
25.73,14.800,-46.23,7.7,125,0,4911,25349,,16.07
25.67,14.780,-46.18,7.7,125,0,4914,25364,,16.05
25.61,14.747,-46.10,7.7,126,0,4917,25379,,16.09
25.54,14.707,-46.29,7.7,126,0,4920,25397,,16.05
25.49,14.667,-46.22,7.7,127,0,4923,25411,,16.05
25.43,14.633,-46.26,7.7,127,0,4926,25427,,16.05
25.37,14.610,-46.42,7.7,128,0,4929,25441,,16.02
25.31,14.597,-46.55,8.2,129,0,4932,25458,,16.04
25.26,14.587,-46.75,8.2,130,0,4935,25471,,16.00
25.20,14.577,-46.98,8.2,132,0,4938,25486,,16.03
25.14,14.565,-46.70,8.2,134,0,4941,25502,,16.00
25.09,14.551,-46.90,8.2,136,0,4944,25516,,16.00
25.02,14.543,-46.98,8.2,138,0,4947,25534,,15.99
25.00,14.539,-46.98,8.2,139,0,4948,25539,,15.96
24.97,14.533,-46.98,8.2,141,0,4950,25547,,15.92
24.91,14.507,-46.99,8.2,143,0,4953,25564,,15.97
24.85,14.451,-47.13,8.2,145,0,4956,25579,,15.96
24.79,14.363,-47.01,7.7,147,0,4959,25595,,15.96
24.73,14.254,-47.25,7.7,149,0,4962,25610,,15.92
24.67,14.142,-47.20,7.2,151,0,4965,25626,,15.93
24.62,14.045,-47.47,7.2,153,0,4968,25642,,15.94
24.57,13.967,-47.10,6.7,154,0,4971,25655,,15.91
24.51,13.908,-47.30,6.2,155,0,4974,25671,,15.92
24.45,13.862,-47.40,5.7,156,0,4977,25686,,15.91
24.39,13.826,-47.50,5.1,157,0,4980,25702,,15.91
24.33,13.800,-47.36,4.6,158,0,4983,25717,,15.90
24.28,13.782,-47.38,4.6,158,0,4986,25733,,15.88
24.22,13.768,-47.67,4.1,159,0,4989,25747,,15.84
24.17,13.747,-47.57,4.1,160,0,4992,25761,,15.88
24.11,13.713,-47.68,3.6,161,0,4995,25779,,15.83
24.06,13.661,-47.62,3.6,161,0,4998,25792,,15.82
24.00,13.595,-47.73,3.6,160,0,5001,25809,,15.83
23.94,13.523,-47.78,3.1,159,0,5004,25824,,15.83
23.89,13.452,-47.64,2.6,157,0,5007,25839,,15.82
23.84,13.387,-47.68,2.6,152,0,5010,25854,,15.81
23.78,13.328,-47.77,2.1,145,0,5013,25870,,15.80
23.73,13.273,-47.68,1.5,134,0,5016,25885,,15.78
23.67,13.226,-47.26,1.5,119,0,5019,25900,,15.79
23.61,13.192,-47.36,1.5,103,0,5022,25917,,15.79
23.56,13.171,-47.38,2.1,90,0,5025,25931,,15.82
23.50,13.154,-47.51,2.1,81,0,5028,25948,,15.76
23.45,13.128,-47.35,2.6,74,0,5031,25963,,15.80
23.39,13.088,-47.25,2.6,69,0,5034,25979,,15.76
23.33,13.038,-47.09,3.1,65,0,5037,25995,,15.75
23.28,12.988,-47.12,3.1,63,0,5040,26010,,15.74
23.22,12.952,-46.95,3.6,63,0,5043,26028,,15.75
23.17,12.938,-47.03,3.6,65,0,5046,26041,,15.72
23.11,12.944,-47.10,3.6,68,0,5049,26057,,15.72
23.07,12.963,-46.95,3.6,72,0,5052,26071,,15.71
23.01,12.986,-46.90,3.6,76,0,5055,26088,,15.69
22.96,13.007,-47.08,3.6,79,0,5058,26103,,15.69
22.89,13.015,-47.01,3.6,80,0,5061,26121,,15.68
22.84,13.006,-47.09,3.6,80,0,5064,26136,,15.67
22.79,12.986,-47.14,4.1,78,0,5067,26151,,15.68
22.73,12.964,-47.05,4.1,76,0,5070,26169,,15.66
22.68,12.948,-47.07,4.6,73,0,5073,26183,,15.67
22.64,12.939,-47.03,4.6,72,0,5076,26196,,15.66
22.59,12.937,-47.05,5.1,71,0,5079,26209,,15.63
22.53,12.940,-47.07,5.1,72,0,5082,26227,,15.62
22.48,12.947,-47.04,5.1,72,0,5085,26242,,15.63
22.43,12.958,-46.94,5.1,73,0,5088,26256,,15.61
22.37,12.976,-47.16,4.6,74,0,5091,26273,,15.60
22.32,12.995,-46.95,4.6,75,0,5094,26288,,15.65
22.26,13.006,-47.22,4.1,75,0,5097,26306,,15.61
22.21,12.997,-47.29,4.1,74,0,5100,26320,,15.62
22.15,12.959,-47.26,4.1,73,0,5103,26340,,15.61
22.10,12.887,-47.38,4.1,71,0,5106,26353,,15.57
22.04,12.787,-47.40,3.6,70,0,5109,26371,,15.60
21.99,12.671,-47.30,3.6,68,0,5112,26387,,15.55
21.94,12.553,-47.46,3.6,67,0,5115,26402,,15.55
21.89,12.450,-47.55,3.6,66,0,5118,26417,,15.57
21.84,12.371,-47.56,3.6,63,0,5121,26432,,15.56
21.79,12.322,-47.83,3.6,60,0,5124,26447,,15.55
21.74,12.300,-47.85,3.6,57,0,5127,26462,,15.53
21.68,12.296,-47.77,3.6,54,0,5130,26480,,15.53
21.64,12.300,-48.10,4.1,52,0,5133,26494,,15.53
21.59,12.304,-48.05,4.6,51,0,5136,26508,,15.52
21.54,12.303,-47.62,5.1,51,0,5139,26525,,15.53
21.49,12.294,-47.54,5.7,51,0,5142,26540,,15.50
21.43,12.279,-47.37,6.2,52,0,5145,26557,,15.51
21.38,12.254,-47.24,6.7,53,0,5148,26571,,15.49
21.33,12.221,-47.24,6.7,53,0,5151,26589,,15.48
21.28,12.185,-47.33,7.2,54,0,5154,26603,,15.49
21.23,12.158,-47.16,7.2,55,0,5157,26620,,15.46
21.19,12.148,-47.09,7.7,57,0,5160,26632,,15.51
21.13,12.155,-46.74,7.7,59,0,5163,26650,,15.47
21.09,12.172,-46.85,8.2,61,0,5166,26663,,15.46
21.04,12.193,-46.85,8.7,63,0,5169,26678,,15.46
20.99,12.211,-46.47,8.7,66,0,5172,26694,,15.41
20.95,12.220,-46.38,9.3,68,0,5175,26709,,15.45
20.89,12.217,-46.41,9.3,71,0,5178,26727,,15.42
20.84,12.205,-46.17,9.3,72,0,5181,26741,,15.43
20.78,12.188,-46.35,9.8,74,0,5184,26761,,15.40
20.74,12.170,-46.52,9.8,75,0,5187,26773,,15.41
20.69,12.159,-46.59,10.3,76,0,5190,26790,,15.40
20.64,12.154,-46.57,10.3,77,0,5193,26805,,15.39
20.59,12.155,-46.48,10.8,78,0,5196,26823,,15.39
20.54,12.161,-46.77,10.8,79,0,5199,26837,,15.40
20.50,12.172,-46.26,11.3,80,0,5202,26851,,15.39
20.44,12.180,-45.90,11.3,82,0,5205,26870,,15.38
20.39,12.177,-46.32,11.3,84,0,5208,26884,,15.38
20.34,12.157,-46.45,11.8,86,0,5211,26902,,15.34
20.30,12.122,-46.47,11.8,88,0,5214,26916,,15.33
20.25,12.084,-46.07,11.8,90,0,5217,26934,,15.33
20.20,12.051,-46.27,11.8,92,0,5220,26949,,15.33
20.14,12.027,-46.10,11.8,93,0,5223,26965,,15.32
20.10,12.012,-46.33,11.3,95,0,5226,26981,,15.32
20.05,11.998,-46.45,11.3,96,0,5229,26996,,15.30
20.00,11.984,-46.26,10.8,99,1,5232,27015,,15.29
19.97,11.976,-46.44,10.3,101,0,5235,27027,,15.30
19.91,11.976,-46.33,9.8,103,0,5238,27044,,15.28
19.87,11.985,-46.31,9.8,105,0,5241,27060,,15.30
19.80,11.999,-46.33,9.3,108,0,5244,27078,,15.29
19.76,12.009,-46.49,8.7,110,0,5247,27094,,15.25
19.72,12.009,-46.04,8.7,111,0,5250,27110,,15.25
19.66,11.999,-46.35,8.2,112,0,5253,27129,,15.24
19.62,11.986,-46.46,8.2,112,0,5256,27143,,15.27
19.57,11.976,-46.04,7.7,112,0,5259,27160,,15.22
19.53,11.975,-46.37,7.7,112,0,5262,27174,,15.24
19.43,11.983,-46.41,7.2,109,0,5268,27209,,15.20
19.38,12.000,-46.27,7.2,108,0,5271,27224,,15.21
19.34,12.014,-46.49,7.2,107,0,5274,27239,,15.21
19.25,12.016,-46.33,6.7,105,0,5280,27270,,15.20
19.20,11.989,-46.29,6.7,104,0,5283,27286,,15.20
19.14,11.932,-46.21,6.7,103,0,5286,27304,,15.17
19.11,11.846,-46.42,6.2,102,0,5289,27318,,15.17
19.05,11.744,-45.86,6.2,100,0,5292,27337,,15.17
19.01,11.640,-46.00,5.7,99,0,5295,27352,,15.16
18.96,11.549,-46.01,5.1,96,0,5298,27370,,15.15
18.91,11.481,-45.99,4.6,94,0,5301,27386,,15.18
18.87,11.441,-46.22,4.1,92,0,5304,27403,,15.14
18.82,11.430,-46.17,3.6,91,0,5307,27419,,15.15
18.78,11.439,-46.10,3.6,90,0,5310,27435,,15.13
18.72,11.464,-46.10,3.1,89,0,5313,27455,,15.12
18.68,11.488,-45.89,3.1,89,0,5316,27470,,15.10
18.63,11.503,-46.09,3.1,88,0,5319,27486,,15.12
18.59,11.501,-46.28,3.1,86,0,5322,27502,,15.10
18.53,11.481,-45.91,3.6,85,0,5325,27521,,15.09
18.48,11.444,-46.04,4.1,84,0,5328,27537,,15.09
18.44,11.397,-46.00,4.6,83,0,5331,27556,,15.09
18.39,11.344,-45.97,5.1,82,0,5334,27571,,15.10
18.35,11.294,-46.02,5.7,82,0,5337,27588,,15.09
18.30,11.254,-46.18,6.2,82,0,5340,27606,,15.10
18.26,11.225,-46.18,6.7,82,0,5343,27621,,15.10
18.21,11.207,-46.05,7.2,83,0,5346,27638,,15.09
18.17,11.190,-45.93,7.2,84,0,5349,27652,,15.06
18.12,11.165,-45.81,7.7,84,0,5352,27670,,15.03
18.07,11.125,-45.71,8.2,85,0,5355,27685,,15.06
18.04,11.074,-45.57,8.2,85,0,5358,27702,,15.05
18.00,11.016,-45.83,8.7,84,0,5361,27717,,15.03
17.95,10.961,-45.55,8.7,84,0,5364,27734,,15.05
17.91,10.916,-45.59,9.3,84,0,5367,27749,,15.05
17.87,10.891,-45.62,9.3,83,0,5370,27765,,15.03
17.82,10.884,-45.88,9.8,83,0,5373,27782,,15.03
17.78,10.893,-45.66,9.8,84,0,5376,27796,,15.00
17.73,10.906,-45.64,9.8,84,0,5379,27813,,15.03
17.70,10.916,-45.14,10.3,85,0,5382,27827,,15.02
17.64,10.923,-45.48,10.3,86,0,5385,27845,,15.00
17.62,10.924,-45.55,10.3,86,0,5388,27859,,15.00
17.57,10.922,-45.42,9.8,87,0,5391,27875,,15.00
17.54,10.915,-45.36,9.8,88,0,5394,27887,,15.00
17.48,10.900,-45.54,9.8,88,0,5397,27906,,15.00
17.46,10.876,-45.74,9.8,90,0,5400,27918,,15.01
17.41,10.845,-45.54,9.8,91,0,5403,27936,,14.99
17.38,10.815,-45.44,9.3,93,0,5406,27950,,14.97
17.34,10.792,-45.53,9.3,95,0,5409,27965,,14.94
17.26,10.778,-45.88,8.2,99,0,5415,27997,,14.91
17.22,10.775,-45.87,7.7,102,0,5418,28012,,14.94
17.18,10.776,-45.56,7.2,105,0,5421,28027,,14.96
17.10,10.781,-45.94,6.7,111,0,5427,28058,,14.93
17.05,10.788,-46.14,6.7,114,0,5430,28076,,14.94
17.01,10.797,-46.13,6.7,115,0,5433,28092,,14.91
16.96,10.802,-45.83,6.7,116,0,5436,28110,,14.91
16.93,10.789,-45.73,6.7,116,0,5439,28125,,14.90
16.84,10.753,-45.66,6.2,115,0,5445,28158,,14.91
16.76,10.695,-45.34,5.1,113,0,5451,28191,,14.89
16.68,10.631,-45.58,5.1,111,0,5457,28223,,14.84
16.60,10.579,-45.64,5.1,108,0,5463,28253,,14.86
16.53,10.547,-45.31,5.7,105,0,5469,28284,,14.83
16.48,10.534,-45.25,5.7,104,0,5472,28298,,14.85
16.45,10.532,-45.45,6.2,103,0,5475,28313,,14.80
16.41,10.536,-45.44,6.7,103,0,5478,28330,,14.83
16.38,10.548,-45.35,7.2,103,0,5481,28345,,14.82
16.32,10.566,-45.44,7.7,103,0,5484,28362,,14.84
16.26,10.582,-45.08,8.2,103,0,5490,28393,,14.82
16.22,10.589,-44.64,8.7,103,0,5493,28407,,14.81
16.18,10.580,-44.93,8.7,104,0,5496,28426,,14.80
16.14,10.559,-45.03,9.3,104,0,5499,28440,,14.78
16.11,10.535,-44.56,9.8,104,0,5502,28455,,14.78
16.03,10.521,-44.76,10.3,103,0,5508,28489,,14.75
15.99,10.515,-44.85,10.8,103,0,5511,28506,,14.77
15.95,10.511,-45.00,10.8,102,0,5514,28520,,14.78
15.91,10.501,-44.75,10.8,101,0,5517,28539,,14.77
15.87,10.483,-44.58,10.8,100,0,5520,28553,,14.72
15.83,10.463,-44.55,10.8,98,0,5523,28572,,14.76
15.80,10.448,-44.35,10.8,96,0,5526,28585,,14.72
15.76,10.444,-44.20,10.3,94,0,5529,28603,,14.74
15.72,10.448,-44.17,10.3,92,0,5532,28618,,14.71
15.69,10.456,-43.91,9.8,91,0,5535,28633,,14.73
15.65,10.460,-43.89,9.3,90,0,5538,28650,,14.71
15.57,10.458,-43.70,8.2,90,0,5544,28683,,14.70
15.54,10.449,-43.80,8.2,90,0,5547,28697,,14.69
15.49,10.437,-43.51,7.7,90,0,5550,28717,,14.69
15.46,10.428,-43.89,7.7,89,0,5553,28731,,14.67
15.42,10.421,-43.76,7.2,89,0,5556,28748,,14.68
15.38,10.415,-43.54,7.2,88,0,5559,28764,,14.67
15.34,10.405,-43.65,7.2,87,0,5562,28782,,14.65
15.31,10.391,-43.74,7.2,87,0,5565,28798,,14.65
15.27,10.373,-43.90,7.2,87,0,5568,28814,,14.65
15.23,10.355,-44.09,7.7,87,0,5571,28832,,14.64
15.19,10.337,-43.83,7.7,87,0,5574,28848,,14.64
15.15,10.320,-43.62,7.7,87,0,5577,28867,,14.62
15.12,10.302,-44.20,8.2,87,0,5580,28881,,14.62
15.08,10.287,-44.57,8.2,87,0,5583,28897,,14.61
15.05,10.278,-44.58,8.2,86,0,5586,28910,,14.59
15.01,10.278,-44.27,8.2,85,0,5589,28930,,14.60
15.00,10.282,-44.29,8.2,85,0,5590,28935,,14.59
14.98,10.285,-44.34,8.7,84,0,5592,28944,,14.58
14.94,10.276,-43.92,8.7,84,0,5595,28961,,14.59
14.91,10.252,-44.10,8.7,83,0,5598,28975,,14.58
14.87,10.217,-44.08,9.3,83,0,5601,28993,,14.57
14.83,10.178,-44.52,9.3,83,0,5604,29008,,14.56
14.79,10.142,-44.25,9.3,83,0,5607,29026,,14.55
14.76,10.107,-44.12,9.3,82,0,5610,29041,,14.54
14.72,10.074,-44.15,9.3,81,0,5613,29058,,14.54
14.69,10.039,-43.89,9.3,80,0,5616,29073,,14.52
14.65,10.004,-43.07,9.3,79,0,5619,29092,,14.51
14.62,9.975,-43.66,9.3,77,0,5622,29105,,14.55
14.58,9.953,-43.62,9.3,76,0,5625,29122,,14.52
14.54,9.939,-43.38,9.3,75,0,5628,29140,,14.52
14.50,9.929,-43.64,9.3,75,0,5631,29159,,14.49
14.46,9.914,-43.87,9.3,74,0,5634,29177,,14.50
14.43,9.893,-43.81,8.7,74,0,5637,29194,,14.49
14.39,9.866,-43.86,8.7,74,0,5640,29211,,14.50
14.36,9.837,-43.81,8.7,73,0,5643,29227,,14.50
14.32,9.812,-43.97,8.2,73,0,5646,29243,,14.44
14.28,9.794,-43.44,8.2,73,0,5649,29261,,14.46
14.25,9.777,-43.73,8.2,74,0,5652,29277,,14.49
14.21,9.762,-43.67,8.2,75,0,5655,29295,,14.44
14.18,9.744,-43.53,8.2,77,0,5658,29312,,14.44
14.14,9.732,-43.39,8.2,80,0,5661,29330,,14.44
14.11,9.727,-43.71,8.2,82,0,5664,29344,,14.45
14.07,9.733,-43.68,8.7,84,0,5667,29363,,14.42
14.04,9.745,-43.53,8.7,86,0,5670,29377,,14.43
14.00,9.751,-43.39,9.3,86,0,5673,29395,,14.43
13.94,9.738,-43.38,10.3,84,0,5679,29426,,14.39
13.91,9.696,-43.28,10.8,83,0,5682,29440,,14.37
13.87,9.634,-43.58,11.3,82,0,5685,29459,,14.41
13.84,9.568,-43.49,11.8,81,0,5688,29474,,14.38
13.81,9.508,-43.34,11.8,80,0,5691,29489,,14.38
13.77,9.462,-43.55,12.3,79,0,5694,29506,,14.36
13.74,9.424,-43.74,13.4,78,0,5697,29521,,14.33
13.71,9.393,-43.61,13.9,78,0,5700,29538,,14.35
13.68,9.367,-43.63,14.4,78,0,5703,29553,,14.35
13.65,9.348,-43.82,14.9,79,0,5706,29568,,14.33
13.61,9.333,-44.00,15.4,80,0,5709,29584,,14.33
13.59,9.318,-44.07,15.4,80,0,5712,29598,,14.32
13.55,9.300,-43.90,15.4,80,0,5715,29615,,14.33
13.52,9.281,-44.05,15.4,80,0,5718,29631,,14.31
13.49,9.265,-43.54,15.4,80,0,5721,29647,,14.34
13.46,9.256,-43.32,14.9,80,0,5724,29661,,14.28
13.42,9.260,-43.62,14.9,80,0,5727,29678,,14.33
13.39,9.284,-43.37,14.4,80,0,5730,29694,,14.30
13.36,9.331,-43.66,14.4,80,0,5733,29713,,14.27
13.32,9.393,-43.76,14.4,80,0,5736,29729,,14.27
13.29,9.442,-43.78,14.4,81,0,5739,29746,,14.28
13.26,9.451,-43.85,14.4,81,0,5742,29761,,14.25
13.23,9.406,-43.49,14.4,82,0,5745,29777,,14.27
13.20,9.320,-43.61,14.4,82,0,5748,29790,,14.25
13.17,9.226,-43.75,14.4,83,0,5751,29807,,14.24
13.14,9.162,-43.82,14.4,83,0,5754,29821,,14.25
13.11,9.144,-43.57,13.9,83,0,5757,29838,,14.25
13.05,9.161,-43.36,13.9,82,0,5763,29866,,14.24
13.03,9.186,-43.01,13.4,82,0,5766,29879,,14.23
13.00,9.190,-43.80,13.4,82,0,5769,29896,,14.23
12.97,9.163,-44.07,13.4,82,0,5772,29910,,14.20
12.94,9.108,-44.06,13.4,83,0,5775,29926,,14.20
12.91,9.040,-43.77,13.4,84,0,5778,29940,,14.21
12.89,8.975,-43.97,13.9,85,0,5781,29954,,14.20
12.85,8.922,-43.61,13.9,86,0,5784,29971,,14.20
12.83,8.878,-43.68,13.9,88,0,5787,29984,,14.19
12.79,8.835,-43.56,14.4,89,0,5790,30002,,14.17
12.77,8.789,-43.45,14.4,91,0,5793,30013,,14.15
12.74,8.742,-43.70,14.4,91,0,5796,30032,,14.19
12.71,8.700,-43.58,14.4,92,0,5799,30045,,14.16
12.68,8.666,-43.73,14.9,93,0,5802,30064,,14.16
12.65,8.646,-43.80,14.9,94,0,5805,30078,,14.14
12.61,8.641,-43.78,15.4,95,0,5808,30097,,14.14
12.59,8.647,-43.64,15.4,97,0,5811,30109,,14.14
12.56,8.649,-43.57,15.9,98,0,5814,30128,,14.13
12.53,8.637,-43.88,15.9,99,0,5817,30140,,14.13
12.50,8.606,-43.66,16.4,100,0,5820,30158,,14.11
12.48,8.571,-43.65,16.4,101,0,5823,30169,,14.10
12.45,8.552,-43.36,17.0,101,0,5826,30187,,14.11
12.42,8.555,-43.30,17.0,102,0,5829,30199,,14.09
12.39,8.572,-43.62,17.0,103,0,5832,30216,,14.10
12.33,8.582,-43.78,16.4,104,0,5838,30247,,14.09
12.31,8.570,-43.52,15.9,105,0,5841,30260,,14.06
12.28,8.540,-43.58,15.4,106,0,5844,30278,,14.07
12.25,8.510,-43.02,14.9,107,0,5847,30293,,14.07
12.22,8.491,-43.34,14.4,108,0,5850,30309,,14.07
12.17,8.482,-43.23,13.4,108,0,5856,30339,,14.04
12.14,8.467,-43.29,12.9,109,0,5859,30356,,14.03
12.11,8.431,-43.44,12.3,109,0,5862,30371,,14.02
12.08,8.369,-43.10,11.8,109,0,5865,30388,,14.03
12.03,8.293,-43.26,10.8,107,0,5871,30418,,14.01
11.97,8.224,-43.50,10.3,104,0,5877,30451,,14.02
11.94,8.178,-43.67,9.8,103,0,5880,30467,,14.02
11.91,8.158,-43.51,9.3,102,0,5883,30483,,13.99
11.88,8.154,-43.55,9.3,102,0,5886,30500,,13.98
11.85,8.144,-43.43,8.7,101,0,5889,30517,,13.97
11.82,8.118,-42.85,8.2,99,0,5892,30532,,13.97
11.80,8.082,-43.44,8.2,98,0,5895,30547,,13.97
11.77,8.054,-43.11,7.7,96,0,5898,30564,,13.97
11.74,8.053,-42.82,7.7,93,0,5901,30580,,13.94
11.71,8.073,-43.00,7.7,90,0,5904,30598,,13.96
11.68,8.091,-43.43,7.2,86,0,5907,30613,,13.96
11.65,8.085,-43.59,7.2,82,0,5910,30630,,13.92
11.63,8.048,-43.62,7.7,78,0,5913,30644,,13.94
11.60,7.993,-43.14,7.7,74,0,5916,30661,,13.92
11.54,7.941,-43.55,8.7,72,0,5922,30692,,13.93
11.52,7.898,-43.50,9.3,73,0,5925,30706,,13.91
11.50,7.866,-43.40,9.8,74,0,5928,30721,,13.92
11.47,7.838,-43.21,10.3,76,0,5931,30738,,13.88
11.44,7.810,-43.10,10.8,77,0,5934,30753,,13.88
11.41,7.784,-42.77,11.3,78,0,5937,30771,,13.89
11.36,7.755,-42.76,11.8,82,0,5943,30802,,13.86
11.34,7.719,-42.69,12.3,83,0,5946,30814,,13.85
11.31,7.686,-42.65,12.3,85,0,5949,30831,,13.85
11.26,7.671,-42.95,12.9,89,0,5955,30861,,13.81
11.21,7.684,-42.59,13.4,92,0,5961,30891,,13.84
11.19,7.723,-42.92,13.4,93,0,5964,30904,,13.80
11.16,7.766,-42.47,13.4,94,0,5967,30920,,13.83
11.11,7.788,-42.54,13.4,94,0,5973,30949,,13.81
11.08,7.777,-41.75,13.4,94,0,5976,30967,,13.82
11.06,7.742,-42.40,13.4,94,0,5979,30982,,13.79
11.03,7.701,-42.78,12.9,93,0,5982,30999,,13.78
11.01,7.662,-42.41,12.3,93,0,5985,31014,,13.77
10.98,7.629,-42.36,11.8,92,0,5988,31031,,13.80
10.96,7.595,-42.90,11.8,91,0,5991,31044,,13.74
10.93,7.559,-43.12,11.3,91,0,5994,31060,,13.78
10.91,7.530,-43.16,10.8,91,0,5997,31075,,13.76
10.88,7.513,-42.81,10.3,91,0,6000,31091,,13.74
10.86,7.513,-43.20,10.3,91,0,6003,31105,,13.76
10.83,7.524,-42.96,9.8,91,0,6006,31122,,13.77
10.81,7.539,-42.69,9.8,91,0,6009,31137,,13.76
10.78,7.552,-42.88,9.8,91,0,6012,31153,,13.72
10.76,7.559,-42.93,9.8,91,0,6015,31166,,13.73
10.73,7.559,-42.76,9.8,91,0,6018,31183,,13.74
10.71,7.553,-43.00,9.8,92,0,6021,31196,,13.71
10.69,7.542,-43.06,9.8,92,0,6024,31212,,13.71
10.67,7.528,-43.13,10.3,93,0,6027,31224,,13.72
10.64,7.507,-42.82,10.3,94,0,6030,31240,,13.68
10.62,7.479,-42.73,10.8,95,0,6033,31253,,13.68
10.60,7.446,-42.77,10.8,97,0,6036,31269,,13.71
10.55,7.409,-42.54,11.3,102,0,6042,31298,,13.69
10.53,7.371,-42.56,11.3,105,0,6045,31312,,13.63
10.51,7.334,-42.34,11.3,107,0,6048,31328,,13.64
10.48,7.302,-42.12,10.8,110,0,6051,31343,,13.67
10.46,7.276,-42.50,10.8,112,0,6054,31358,,13.64
10.41,7.256,-42.84,10.3,115,0,6060,31387,,13.64
10.39,7.238,-42.48,10.3,116,0,6063,31402,,13.61
10.37,7.220,-42.42,10.3,116,0,6066,31415,,13.64
